Date,Location,Latitude,Longitude,RainTomorrow,Forecast_RFC,FC_accuracy_RFC,Test_accuracy_RFC,Forecast_LR,FC_accuracy_LR,Test_accuracy_LR
2017-04-16,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-04-17,Albany,-35.031075,117.89494,1,0,0.82,0.78,,,
2017-04-18,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-04-19,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-04-20,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-04-21,Albany,-35.031075,117.89494,1,0,0.82,0.78,,,
2017-04-22,Albany,-35.031075,117.89494,1,1,0.82,0.78,,,
2017-04-23,Albany,-35.031075,117.89494,1,0,0.82,0.78,,,
2017-04-24,Albany,-35.031075,117.89494,1,0,0.82,0.78,,,
2017-04-25,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-04-26,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-04-27,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-04-28,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-04-29,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-04-30,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-01,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-02,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-03,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-04,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-05,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-06,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-07,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-08,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-09,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-10,Albany,-35.031075,117.89494,1,0,0.82,0.78,,,
2017-05-11,Albany,-35.031075,117.89494,1,0,0.82,0.78,,,
2017-05-12,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-13,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-14,Albany,-35.031075,117.89494,1,1,0.82,0.78,,,
2017-05-15,Albany,-35.031075,117.89494,1,1,0.82,0.78,,,
2017-05-16,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-17,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-18,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-19,Albany,-35.031075,117.89494,1,1,0.82,0.78,,,
2017-05-20,Albany,-35.031075,117.89494,1,1,0.82,0.78,,,
2017-05-21,Albany,-35.031075,117.89494,1,1,0.82,0.78,,,
2017-05-22,Albany,-35.031075,117.89494,1,1,0.82,0.78,,,
2017-05-25,Albany,-35.031075,117.89494,1,0,0.82,0.78,,,
2017-05-26,Albany,-35.031075,117.89494,1,0,0.82,0.78,,,
2017-05-27,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-28,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-29,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-30,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-05-31,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-06-01,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-06-02,Albany,-35.031075,117.89494,1,0,0.82,0.78,,,
2017-06-03,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-06-04,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-06-05,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-06-08,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-06-09,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-06-10,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-06-11,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-06-12,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-06-15,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-06-16,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-06-17,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-06-18,Albany,-35.031075,117.89494,0,0,0.82,0.78,,,
2017-06-19,Albany,-35.031075,117.89494,1,0,0.82,0.78,,,
